brand,category,color,Sum of current_price,Sum of customer_rating,is_returned,Sum of markdown_percentage,Sum of original_price,product_id,Year,Quarter,Month,Day,return_reason,season,size,Sum of stock_quantity
Uniqlo,Dresses,White,55.08,5,false,0,55.08,FB001081,2025,Qtr 3,August,6,"",Summer,S,48
Uniqlo,Dresses,White,163.17,3,false,9.3,179.9,FB001247,2025,Qtr 3,August,6,"",Summer,XXL,34
Uniqlo,Dresses,White,161.79,4,false,0,161.79,FB001504,2025,Qtr 3,August,6,"",Fall,L,44
Uniqlo,Dresses,White,154.6,5,true,0,154.6,FB000838,2025,Qtr 3,August,6,Changed Mind,Winter,S,38
Zara,Dresses,Beige,121.3,3,false,0,121.3,FB000549,2025,Qtr 3,August,6,"",Fall,M,33
Zara,Dresses,Beige,168.92,5,false,0,168.92,FB000553,2025,Qtr 3,July,14,"",Spring,L,11
Zara,Dresses,Beige,31.63,3,false,39,51.86,FB001162,2025,Qtr 3,August,6,"",Summer,XL,40
Zara,Dresses,Beige,54.79,3,false,52.8,116.09,FB001382,2025,Qtr 3,August,6,"",Summer,S,22
Zara,Dresses,Beige,139.26,4,false,0,139.26,FB001546,2025,Qtr 1,January,2,"",Spring,S,32
Zara,Dresses,Black,177.1,2,false,0,177.1,FB002022,2025,Qtr 3,August,6,"",Winter,S,49
Zara,Dresses,Black,93.5,4,false,0,93.5,FB002133,2025,Qtr 3,August,6,"",Fall,S,4
Zara,Dresses,Blue,109.47,4,false,29.4,155.06,FB000153,2025,Qtr 3,August,6,"",Winter,XXL,5
Zara,Dresses,Blue,121.68,2,false,0,121.68,FB000185,2025,Qtr 3,August,6,"",Fall,L,9
Zara,Dresses,Blue,168.96,3,false,0,168.96,FB000267,2025,Qtr 3,August,6,"",Winter,S,9
Zara,Dresses,Blue,89.69,5,false,0,89.69,FB000278,2025,Qtr 3,August,6,"",Winter,L,50
Zara,Dresses,Blue,146.07,4,false,0,146.07,FB002015,2025,Qtr 3,July,9,"",Spring,S,33
Zara,Dresses,Brown,131.05,3,false,18.4,160.6,FB000220,2025,Qtr 3,August,6,"",Winter,XXL,41
Zara,Dresses,Gray,36.86,4,false,59.5,91,FB000110,2025,Qtr 3,August,6,"",Winter,S,5
Zara,Dresses,Gray,113.21,5,false,0,113.21,FB000523,2025,Qtr 3,August,6,"",Winter,S,12
Zara,Dresses,Green,152.65,4,false,0,152.65,FB000882,2025,Qtr 3,August,6,"",Winter,S,27
Zara,Dresses,Green,174.86,5,false,0,174.86,FB001177,2025,Qtr 3,August,6,"",Winter,XL,43
Zara,Dresses,Green,131.05,5,false,0,131.05,FB002137,2025,Qtr 3,August,6,"",Summer,M,23
Zara,Dresses,Green,114.53,4,true,29.4,162.23,FB000196,2025,Qtr 3,August,6,Quality Issue,Fall,XXL,41
Zara,Dresses,Navy,133.82,2,false,0,133.82,FB000118,2024,Qtr 4,November,25,"",Spring,M,12
Zara,Dresses,Navy,53.59,3,false,46.7,100.55,FB000350,2025,Qtr 1,February,1,"",Spring,S,30
Zara,Dresses,Navy,61.24,3,false,0,61.24,FB001196,2025,Qtr 2,April,5,"",Spring,L,3
Zara,Dresses,Navy,82.01,3,false,52.3,171.93,FB001536,2025,Qtr 3,August,6,"",Summer,XXL,28
Zara,Dresses,Navy,81.56,3,false,0,81.56,FB001919,2025,Qtr 1,January,9,"",Spring,L,28
Zara,Dresses,Navy,90.32,3,false,0,90.32,FB001969,2025,Qtr 1,March,26,"",Spring,XL,41
Zara,Dresses,Navy,67.06,4,false,45.4,122.82,FB001998,2024,Qtr 3,August,30,"",Spring,S,9
Zara,Dresses,Navy,62.47,2,true,21.1,79.18,FB001244,2025,Qtr 3,August,6,Changed Mind,Winter,XL,36
Zara,Dresses,Navy,175.43,2,true,0,175.43,FB002002,2025,Qtr 3,August,6,Color Mismatch,Fall,L,3
Zara,Dresses,Pink,173.42,5,false,0,173.42,FB000189,2025,Qtr 3,August,6,"",Summer,L,47
Zara,Dresses,Pink,122.8,5,false,7.4,132.61,FB000527,2025,Qtr 3,August,6,"",Winter,S,0
Zara,Dresses,Purple,76.24,3,false,0,76.24,FB001163,2025,Qtr 1,January,7,"",Spring,S,14
Zara,Dresses,Purple,148.33,3,false,5,156.14,FB001552,2025,Qtr 3,August,6,"",Fall,XL,39
Zara,Dresses,Purple,42.41,3,false,59.8,105.5,FB001950,2025,Qtr 3,August,6,"",Summer,XL,34
Zara,Dresses,Purple,49.89,4,true,0,49.89,FB001179,2025,Qtr 3,August,6,Wrong Item,Winter,S,0
Zara,Dresses,Red,110.16,3,false,19.1,136.17,FB000479,2025,Qtr 3,August,6,"",Winter,XL,14
Zara,Dresses,Red,96.59,3,false,33.3,144.81,FB000491,2025,Qtr 3,August,6,"",Summer,M,33
Zara,Dresses,Red,82.5,3,false,0,82.5,FB000814,2025,Qtr 3,August,6,"",Winter,M,0
Zara,Dresses,Red,62.82,3,false,0,62.82,FB001011,2024,Qtr 4,October,8,"",Spring,L,36
Zara,Dresses,Red,171.92,2,false,0,171.92,FB001972,2025,Qtr 2,June,8,"",Spring,L,12
Zara,Dresses,Red,95.33,3,true,0,95.33,FB000608,2025,Qtr 2,June,7,Quality Issue,Spring,M,36
Zara,Dresses,Red,140.34,3,true,0,140.34,FB000861,2025,Qtr 3,August,6,Changed Mind,Winter,L,23
Zara,Dresses,White,41.28,2,false,56.1,94.03,FB000875,2024,Qtr 4,December,16,"",Spring,M,16
Ann Taylor,Outerwear,Beige,172.25,3,false,22.6,222.55,FB000085,2025,Qtr 1,February,10,"",Spring,XL,50
Ann Taylor,Outerwear,Beige,100.27,4,false,0,100.27,FB001381,2025,Qtr 1,March,3,"",Spring,S,37
Ann Taylor,Outerwear,Beige,123.04,2,false,0,123.04,FB001641,2025,Qtr 2,April,5,"",Spring,XXL,13
Ann Taylor,Outerwear,Beige,155.85,3,false,0,155.85,FB001901,2025,Qtr 3,August,6,"",Summer,S,38
Ann Taylor,Outerwear,Beige,74.1,4,true,53.7,160.05,FB001911,2025,Qtr 3,August,6,Quality Issue,Fall,S,2
Ann Taylor,Outerwear,Black,228.94,4,false,0.3,229.63,FB000465,2025,Qtr 3,August,6,"",Winter,S,30
Ann Taylor,Outerwear,Black,235.33,5,true,0,235.33,FB001047,2025,Qtr 3,August,6,Size Issue,Summer,M,11
Ann Taylor,Outerwear,Black,118.92,2,true,0,118.92,FB001662,2025,Qtr 3,August,6,Wrong Item,Summer,XL,36
Ann Taylor,Outerwear,Blue,83.24,3,false,0,83.24,FB000883,2025,Qtr 3,August,6,"",Summer,XL,16
Ann Taylor,Outerwear,Blue,118.37,3,false,0,118.37,FB001776,2025,Qtr 3,August,6,"",Fall,M,45
Ann Taylor,Outerwear,Blue,89.13,5,false,0,89.13,FB002123,2025,Qtr 3,August,6,"",Fall,L,17
Ann Taylor,Outerwear,Brown,174.05,3,false,0,174.05,FB000816,2025,Qtr 2,April,13,"",Spring,S,9
Ann Taylor,Outerwear,Brown,147.5,3,false,0,147.5,FB001884,2025,Qtr 3,August,6,"",Summer,S,4
Ann Taylor,Outerwear,Brown,152.64,5,false,0,152.64,FB001930,2025,Qtr 2,April,5,"",Spring,S,19
Ann Taylor,Outerwear,Gray,154.18,3,false,23,200.24,FB000747,2025,Qtr 3,August,6,"",Winter,XXL,38
Ann Taylor,Outerwear,Gray,73.69,5,false,40.9,124.69,FB001531,2025,Qtr 3,August,6,"",Fall,S,9
Ann Taylor,Outerwear,Gray,244.13,4,true,0,244.13,FB002027,2025,Qtr 3,August,6,Size Issue,Summer,S,2
Ann Taylor,Outerwear,Green,131.74,5,false,0,131.74,FB000798,2024,Qtr 3,September,13,"",Spring,XXL,46
Ann Taylor,Outerwear,Green,117.45,4,false,9.5,129.78,FB000998,2025,Qtr 3,August,6,"",Summer,XL,17
Ann Taylor,Outerwear,Green,126.14,4,false,0,126.14,FB001236,2025,Qtr 2,May,18,"",Spring,L,24
Ann Taylor,Outerwear,Green,103.92,3,false,0,103.92,FB002077,2024,Qtr 4,October,24,"",Spring,XL,5
Ann Taylor,Outerwear,Navy,229.04,5,false,0,229.04,FB000545,2025,Qtr 3,August,6,"",Fall,M,5
Ann Taylor,Outerwear,Navy,142.34,3,false,0,142.34,FB000893,2025,Qtr 3,August,6,"",Winter,S,43
Ann Taylor,Outerwear,Navy,158.31,5,false,0,158.31,FB001259,2025,Qtr 3,August,6,"",Fall,XXL,7
Ann Taylor,Outerwear,Navy,73.56,3,true,27.9,102.03,FB000612,2025,Qtr 3,August,6,Size Issue,Winter,XXL,21
Ann Taylor,Outerwear,Navy,245.75,3,true,0,245.75,FB000923,2025,Qtr 3,August,6,Changed Mind,Summer,L,12
Ann Taylor,Outerwear,Navy,45.35,5,true,43.7,80.55,FB001172,2024,Qtr 4,October,21,Changed Mind,Spring,S,41
Ann Taylor,Outerwear,Pink,98.61,3,false,0,98.61,FB000129,2025,Qtr 1,March,5,"",Spring,S,1
Ann Taylor,Outerwear,Pink,145.02,3,false,0,145.02,FB000413,2025,Qtr 3,August,6,"",Fall,L,36
Ann Taylor,Outerwear,Pink,137.38,4,false,0,137.38,FB000497,2025,Qtr 3,August,6,"",Summer,L,43
Ann Taylor,Outerwear,Pink,234.14,2,false,0,234.14,FB000528,2025,Qtr 3,August,6,"",Fall,XL,40
Ann Taylor,Outerwear,Pink,155.3,3,false,0,155.3,FB000917,2025,Qtr 3,August,6,"",Fall,S,9
Ann Taylor,Outerwear,Pink,90.58,1,false,0,90.58,FB001392,2025,Qtr 3,August,6,"",Winter,S,1
Ann Taylor,Outerwear,Pink,81.67,4,true,0,81.67,FB001351,2025,Qtr 3,August,6,Damaged,Summer,M,34
Ann Taylor,Outerwear,Purple,176.1,5,false,0,176.1,FB000292,2025,Qtr 3,August,6,"",Winter,S,12
Ann Taylor,Outerwear,Purple,143.76,2,false,0,143.76,FB001495,2025,Qtr 3,August,6,"",Fall,S,7
Ann Taylor,Outerwear,Purple,119.78,2,true,0,119.78,FB000648,2025,Qtr 2,April,4,Color Mismatch,Spring,S,22
Ann Taylor,Outerwear,Red,101.75,4,false,0,101.75,FB000315,2025,Qtr 3,August,6,"",Summer,S,7
Ann Taylor,Outerwear,Red,194.78,3,false,0,194.78,FB001746,2025,Qtr 3,August,6,"",Summer,XL,31
Ann Taylor,Outerwear,Red,130.65,3,false,0,130.65,FB001878,2025,Qtr 3,August,6,"",Summer,XXL,20
Ann Taylor,Outerwear,White,80.35,3,false,0,80.35,FB000515,2025,Qtr 3,August,6,"",Summer,L,28
Ann Taylor,Outerwear,White,205.77,1,false,0,205.77,FB000636,2025,Qtr 1,January,31,"",Spring,S,38
Ann Taylor,Outerwear,White,128.92,2,false,0,128.92,FB001187,2025,Qtr 3,July,10,"",Spring,L,40
Ann Taylor,Outerwear,White,179.58,3,false,14.2,209.3,FB001443,2025,Qtr 1,March,5,"",Spring,L,29
Ann Taylor,Outerwear,White,80.04,3,false,0,80.04,FB001556,2025,Qtr 3,August,6,"",Winter,M,13
Ann Taylor,Outerwear,White,180.49,3,true,0,180.49,FB000810,2025,Qtr 3,August,6,Wrong Item,Fall,S,18
Ann Taylor,Outerwear,White,116.49,4,true,0,116.49,FB001074,2025,Qtr 3,August,6,Damaged,Winter,S,17
Banana Republic,Outerwear,Beige,170,3,false,3.2,175.62,FB002009,2025,Qtr 3,August,6,"",Winter,XL,46
Banana Republic,Outerwear,Beige,124.36,3,false,37.7,199.61,FB002149,2025,Qtr 3,August,6,"",Winter,M,6
Banana Republic,Outerwear,Black,127.75,4,false,0,127.75,FB000425,2025,Qtr 3,August,6,"",Fall,XL,32
Banana Republic,Outerwear,Black,104.18,5,false,0,104.18,FB000982,2025,Qtr 3,August,6,"",Fall,L,12
Banana Republic,Outerwear,Black,108.28,5,false,24.6,143.61,FB001334,2025,Qtr 3,August,6,"",Summer,XL,50
Banana Republic,Outerwear,Black,128.11,4,false,44.6,231.24,FB002061,2025,Qtr 3,August,6,"",Summer,XXL,15
Banana Republic,Outerwear,Black,92.25,4,true,0,92.25,FB001089,2025,Qtr 2,May,28,Wrong Item,Spring,XXL,22
Banana Republic,Outerwear,Blue,160.24,3,false,3.4,165.88,FB000408,2025,Qtr 3,August,6,"",Winter,S,42
Banana Republic,Outerwear,Blue,135.38,4,false,23,175.82,FB000791,2025,Qtr 3,August,6,"",Fall,XL,1
Banana Republic,Outerwear,Blue,85.81,5,false,20.3,107.67,FB001953,2025,Qtr 3,August,6,"",Winter,L,16
Banana Republic,Outerwear,Brown,199.89,5,false,9.2,220.14,FB000263,2025,Qtr 2,June,27,"",Spring,XXL,23
Banana Republic,Outerwear,Brown,91.08,5,false,0,91.08,FB000677,2025,Qtr 3,August,6,"",Fall,XXL,47
Banana Republic,Outerwear,Brown,103.65,1,false,0,103.65,FB001111,2024,Qtr 4,November,16,"",Spring,XXL,4
Banana Republic,Outerwear,Brown,87.09,3,false,0,87.09,FB001203,2025,Qtr 3,August,6,"",Fall,XL,8
Banana Republic,Outerwear,Brown,101.93,3,false,0,101.93,FB001234,2025,Qtr 3,August,6,"",Fall,S,31
Banana Republic,Outerwear,Brown,99.02,2,false,0,99.02,FB001320,2024,Qtr 4,October,16,"",Spring,L,21
Banana Republic,Outerwear,Brown,155.75,3,false,0,155.75,FB001893,2025,Qtr 1,March,25,"",Spring,XL,0
Banana Republic,Outerwear,Brown,203.02,4,true,0,203.02,FB001539,2025,Qtr 2,May,17,Quality Issue,Spring,S,23
Banana Republic,Outerwear,Gray,142.59,4,false,0,142.59,FB000020,2025,Qtr 3,August,6,"",Summer,XXL,1
Banana Republic,Outerwear,Gray,112.28,5,false,0,112.28,FB001263,2025,Qtr 3,August,6,"",Summer,M,41
Banana Republic,Outerwear,Gray,177.82,2,false,0,177.82,FB001523,2025,Qtr 3,August,6,"",Summer,L,9
Banana Republic,Outerwear,Gray,141.44,3,false,0,141.44,FB001794,2025,Qtr 3,August,6,"",Winter,S,34
Banana Republic,Outerwear,Gray,218.41,4,false,2.7,224.47,FB001898,2025,Qtr 1,January,27,"",Spring,S,15
Banana Republic,Outerwear,Green,127.19,4,false,43.7,225.92,FB000718,2025,Qtr 3,August,6,"",Winter,L,30
Banana Republic,Outerwear,Green,69.53,4,false,46.2,129.24,FB001096,2025,Qtr 1,March,27,"",Spring,M,28
Banana Republic,Outerwear,Green,105.3,3,false,0,105.3,FB001553,2025,Qtr 3,August,6,"",Summer,S,1
Banana Republic,Outerwear,Green,109.82,3,false,0,109.82,FB001601,2025,Qtr 3,August,6,"",Summer,M,32
Banana Republic,Outerwear,Green,144.47,3,true,20.2,181.04,FB000371,2025,Qtr 3,August,6,Size Issue,Winter,XXL,17
Banana Republic,Outerwear,Green,96.03,3,true,44.1,171.78,FB002124,2025,Qtr 3,August,6,Color Mismatch,Summer,L,25
Banana Republic,Outerwear,Navy,101.77,3,false,48.8,198.76,FB000251,2025,Qtr 2,April,26,"",Spring,L,36
Banana Republic,Outerwear,Navy,90.27,5,false,0,90.27,FB000444,2025,Qtr 2,April,16,"",Spring,L,35
Banana Republic,Outerwear,Navy,229.17,2,false,0,229.17,FB001567,2025,Qtr 3,July,17,"",Spring,S,37
Banana Republic,Outerwear,Navy,168.8,1,false,0,168.8,FB001787,2025,Qtr 3,August,6,"",Fall,XXL,1
Banana Republic,Outerwear,Navy,84.58,3,true,50.2,169.84,FB000325,2025,Qtr 3,August,6,Quality Issue,Summer,M,21
Banana Republic,Outerwear,Navy,63.86,3,true,54.3,139.73,FB001804,2025,Qtr 1,March,27,Changed Mind,Spring,S,38
Banana Republic,Outerwear,Pink,209.6,2,false,6.3,223.69,FB000489,2025,Qtr 3,August,6,"",Fall,L,18
Banana Republic,Outerwear,Pink,82.48,4,false,50.7,167.31,FB001936,2025,Qtr 3,August,6,"",Fall,S,9
Banana Republic,Outerwear,Pink,159.18,3,true,0,159.18,FB000494,2025,Qtr 3,August,6,Quality Issue,Winter,S,38
Banana Republic,Outerwear,Pink,168.02,2,true,0,168.02,FB002098,2025,Qtr 3,August,6,Size Issue,Winter,L,30
Banana Republic,Outerwear,Purple,208.15,3,false,6.6,222.86,FB000300,2024,Qtr 4,December,19,"",Spring,S,29
Banana Republic,Outerwear,Purple,122.66,3,false,43,215.19,FB000793,2025,Qtr 3,August,6,"",Fall,M,48
Banana Republic,Outerwear,Purple,189.28,3,true,0,189.28,FB000712,2025,Qtr 3,August,6,Wrong Item,Summer,L,41
Banana Republic,Outerwear,Red,133.92,3,false,0,133.92,FB001141,2025,Qtr 2,April,13,"",Spring,L,41
Banana Republic,Outerwear,Red,203.4,2,false,0,203.4,FB001343,2025,Qtr 3,August,6,"",Winter,L,18
Banana Republic,Outerwear,Red,135.02,4,true,0,135.02,FB001358,2025,Qtr 3,July,30,Changed Mind,Spring,XL,25
Banana Republic,Outerwear,White,99.5,5,false,55.2,222.09,FB000073,2025,Qtr 3,August,6,"",Summer,M,21
Banana Republic,Outerwear,White,80.11,2,false,0,80.11,FB000367,2025,Qtr 2,April,16,"",Spring,L,34
Banana Republic,Outerwear,White,52.12,4,false,58.2,124.68,FB000463,2025,Qtr 3,August,6,"",Fall,XXL,44
Banana Republic,Outerwear,White,180.89,3,false,18.7,222.5,FB000970,2025,Qtr 3,August,6,"",Winter,S,47
Banana Republic,Outerwear,White,218.06,4,false,0,218.06,FB001529,2025,Qtr 3,August,6,"",Fall,S,32
Banana Republic,Outerwear,White,234.63,5,false,0,234.63,FB001920,2025,Qtr 1,February,7,"",Spring,M,30
Banana Republic,Outerwear,White,138.87,4,false,0,138.87,FB001942,2025,Qtr 3,August,6,"",Winter,S,37
Forever21,Outerwear,Beige,180.91,4,false,0,180.91,FB000942,2025,Qtr 3,August,6,"",Fall,S,10
Forever21,Outerwear,Beige,124.13,5,false,0,124.13,FB001417,2025,Qtr 3,August,6,"",Summer,XL,33
Forever21,Outerwear,Beige,123.27,3,false,0,123.27,FB001576,2025,Qtr 3,August,6,"",Summer,S,13
Forever21,Outerwear,Black,142.55,5,false,0,142.55,FB001979,2025,Qtr 3,August,6,"",Winter,L,21
Forever21,Outerwear,Blue,120.68,2,false,0,120.68,FB000869,2024,Qtr 4,December,21,"",Spring,S,6
Forever21,Outerwear,Blue,115.29,5,true,30.9,166.85,FB001627,2025,Qtr 3,August,6,Changed Mind,Fall,M,14
Forever21,Outerwear,Gray,191.47,3,false,17.3,231.52,FB000785,2025,Qtr 3,August,6,"",Summer,S,49
Forever21,Outerwear,Gray,103.49,2,false,0,103.49,FB000842,2025,Qtr 3,August,6,"",Fall,S,12
Forever21,Outerwear,Gray,144.64,5,false,0,144.64,FB002043,2025,Qtr 3,August,6,"",Winter,L,0
Forever21,Outerwear,Gray,249.98,4,false,0,249.98,FB002076,2025,Qtr 3,August,6,"",Fall,S,46
Forever21,Outerwear,Green,39.92,4,false,54.8,88.32,FB001082,2025,Qtr 3,August,6,"",Winter,L,36
Forever21,Outerwear,Green,160.27,2,false,0,160.27,FB001250,2025,Qtr 3,August,6,"",Winter,M,11
Forever21,Outerwear,Green,83.2,3,false,48.4,161.25,FB001366,2024,Qtr 4,November,11,"",Spring,S,32
Forever21,Outerwear,Green,167.73,5,false,0,167.73,FB001822,2025,Qtr 3,August,6,"",Winter,S,4
Forever21,Outerwear,Navy,109.74,2,false,0,109.74,FB000261,2025,Qtr 3,August,6,"",Summer,XL,45
Forever21,Outerwear,Navy,132.99,3,false,44.9,241.37,FB000865,2025,Qtr 2,May,15,"",Spring,S,23
Forever21,Outerwear,Navy,152.12,2,false,22.6,196.54,FB001035,2025,Qtr 2,May,12,"",Spring,L,33
Forever21,Outerwear,Navy,225.64,2,false,0,225.64,FB001183,2025,Qtr 3,August,6,"",Fall,S,31
Forever21,Outerwear,Pink,127.99,3,false,0,127.99,FB000138,2025,Qtr 3,August,6,"",Fall,M,16
Forever21,Outerwear,Pink,145.93,2,false,0,145.93,FB000717,2025,Qtr 3,August,6,"",Fall,L,19
Forever21,Outerwear,Pink,100.23,4,false,0,100.23,FB001055,2025,Qtr 3,August,6,"",Summer,M,12
Forever21,Outerwear,Pink,222.01,3,false,0,222.01,FB001784,2025,Qtr 3,August,6,"",Winter,XL,27
Forever21,Outerwear,Pink,160.12,3,false,5.8,169.98,FB002113,2025,Qtr 3,August,6,"",Fall,M,12
Forever21,Outerwear,Pink,202.53,3,false,8.6,221.59,FB002143,2025,Qtr 3,August,6,"",Summer,XXL,5
Forever21,Outerwear,Purple,128.6,3,false,0,128.6,FB000797,2025,Qtr 3,August,6,"",Summer,S,11
Forever21,Outerwear,Purple,87.07,5,false,16.9,104.78,FB000951,2025,Qtr 3,August,6,"",Winter,L,43
Forever21,Outerwear,Purple,83.83,5,false,16.5,100.39,FB001040,2025,Qtr 3,August,6,"",Fall,XXL,17
Forever21,Outerwear,Purple,122.31,4,false,10.2,136.2,FB001498,2025,Qtr 3,August,6,"",Winter,S,10
Forever21,Outerwear,Purple,218.64,3,false,0,218.64,FB001618,2025,Qtr 3,August,6,"",Fall,M,5
Forever21,Outerwear,Purple,226.99,2,false,5.9,241.22,FB001830,2025,Qtr 3,August,6,"",Summer,S,13
Forever21,Outerwear,Purple,182.4,3,false,18.9,224.91,FB001892,2024,Qtr 3,September,19,"",Spring,L,50
Forever21,Outerwear,Red,206.91,3,false,0,206.91,FB000224,2025,Qtr 3,August,6,"",Summer,S,34
Forever21,Outerwear,Red,68.68,2,false,58.4,165.1,FB000800,2025,Qtr 3,August,6,"",Winter,XL,29
Forever21,Outerwear,Red,135.3,5,false,0,135.3,FB001248,2025,Qtr 1,February,16,"",Spring,XL,19
Forever21,Outerwear,Red,225.01,2,true,0,225.01,FB000944,2025,Qtr 3,August,6,Size Issue,Summer,XL,50
Forever21,Outerwear,White,222.26,5,false,0,222.26,FB000052,2025,Qtr 2,May,3,"",Spring,S,50
Forever21,Outerwear,White,108.62,5,false,54.8,240.32,FB000226,2024,Qtr 4,December,27,"",Spring,XXL,3
Gap,Outerwear,Beige,114.4,3,false,40.4,191.95,FB000645,2025,Qtr 3,August,6,"",Winter,XL,21
Gap,Outerwear,Black,202.28,3,false,0,202.28,FB001123,2025,Qtr 3,August,6,"",Fall,S,4
Gap,Outerwear,Black,141.83,3,true,0,141.83,FB000913,2025,Qtr 3,August,6,Color Mismatch,Summer,S,2
Gap,Outerwear,Blue,133.26,2,false,0,133.26,FB000142,2025,Qtr 3,August,6,"",Summer,M,29
Gap,Outerwear,Blue,96.55,3,false,51.3,198.26,FB000866,2025,Qtr 3,August,6,"",Fall,XXL,38
Gap,Outerwear,Blue,62.59,5,false,32.8,93.14,FB001965,2025,Qtr 3,August,6,"",Summer,L,45
Gap,Outerwear,Blue,82.33,3,true,0.7,82.91,FB001578,2025,Qtr 3,August,6,Damaged,Summer,S,24
Gap,Outerwear,Brown,179.8,2,false,0,179.8,FB000409,2025,Qtr 3,August,6,"",Fall,S,25
Gap,Outerwear,Brown,169.82,4,false,0,169.82,FB000533,2025,Qtr 3,August,6,"",Fall,M,28
Gap,Outerwear,Brown,88.87,3,false,0,88.87,FB001146,2025,Qtr 3,August,6,"",Winter,M,27
Gap,Outerwear,Gray,174.86,2,false,0,174.86,FB000537,2025,Qtr 3,August,6,"",Winter,XXL,15
Gap,Outerwear,Gray,140.07,3,false,0,140.07,FB001796,2025,Qtr 3,August,6,"",Winter,XL,23
Gap,Outerwear,Green,102.85,3,false,15.2,121.29,FB000056,2025,Qtr 3,August,6,"",Summer,S,42
Gap,Outerwear,Green,204.68,4,false,0,204.68,FB000500,2025,Qtr 3,August,6,"",Winter,S,33
Gap,Outerwear,Green,92.96,2,false,16.8,111.73,FB001827,2025,Qtr 2,May,29,"",Spring,L,41
Gap,Outerwear,Green,162.81,3,false,0,162.81,FB002003,2025,Qtr 1,January,10,"",Spring,S,40
Gap,Outerwear,Green,126.65,5,true,48,243.56,FB000076,2024,Qtr 4,October,14,Changed Mind,Spring,XL,22
Gap,Outerwear,Green,80.15,4,true,26.6,109.2,FB002128,2025,Qtr 3,August,6,Quality Issue,Winter,L,21
Gap,Outerwear,Navy,133.52,4,false,0,133.52,FB000385,2025,Qtr 3,August,6,"",Winter,M,27
Gap,Outerwear,Navy,175.7,3,false,0,175.7,FB000419,2025,Qtr 1,February,23,"",Spring,XXL,20
Gap,Outerwear,Navy,186.78,3,false,0,186.78,FB001181,2025,Qtr 3,August,6,"",Summer,S,22
Gap,Outerwear,Navy,141.92,2,false,0,141.92,FB001946,2025,Qtr 3,August,6,"",Summer,S,37
Gap,Outerwear,Purple,178.39,5,false,0,178.39,FB001027,2025,Qtr 3,August,6,"",Fall,L,29
Gap,Outerwear,Purple,95.48,3,false,34.2,145.1,FB001337,2025,Qtr 3,August,6,"",Fall,S,14
Gap,Outerwear,Purple,85.2,4,false,39.8,141.53,FB001548,2025,Qtr 3,August,6,"",Fall,M,47
Gap,Outerwear,Purple,218.42,5,true,0,218.42,FB000062,2025,Qtr 3,August,6,Changed Mind,Fall,M,33
Gap,Outerwear,Purple,71.88,5,true,53,152.93,FB000492,2025,Qtr 3,August,6,Changed Mind,Winter,S,2
Gap,Outerwear,Red,91.65,3,false,12.3,104.5,FB000193,2025,Qtr 3,August,6,"",Summer,XXL,42
Gap,Outerwear,Red,132.92,2,false,0,132.92,FB000377,2025,Qtr 3,August,6,"",Fall,S,36
Gap,Outerwear,Red,166.88,2,false,0,166.88,FB001469,2025,Qtr 3,August,6,"",Summer,S,10
Gap,Outerwear,Red,155.2,5,false,0,155.2,FB002090,2025,Qtr 3,August,6,"",Winter,S,5
Gap,Outerwear,Red,119.36,3,true,0,119.36,FB002085,2025,Qtr 3,July,2,Size Issue,Spring,S,30
Gap,Outerwear,White,91.95,3,false,0,91.95,FB000502,2025,Qtr 3,August,6,"",Summer,XXL,1
Gap,Outerwear,White,140.1,4,false,0,140.1,FB000786,2025,Qtr 3,August,6,"",Winter,XL,14
Gap,Outerwear,White,232.19,2,true,0,232.19,FB000331,2025,Qtr 3,August,6,Changed Mind,Summer,L,31
H&M,Outerwear,Beige,191.54,2,false,0,191.54,FB000229,2024,Qtr 4,October,10,"",Spring,S,18
H&M,Outerwear,Beige,237.24,5,false,4.3,247.9,FB000258,2024,Qtr 4,December,25,"",Spring,XXL,25
H&M,Outerwear,Beige,161.51,5,false,0,161.51,FB001501,2024,Qtr 4,November,2,"",Spring,L,22
H&M,Outerwear,Beige,208.57,4,false,0,208.57,FB001582,2025,Qtr 3,August,6,"",Winter,S,24
H&M,Outerwear,Beige,202.13,5,false,3.6,209.68,FB001639,2025,Qtr 3,August,6,"",Fall,M,18
H&M,Outerwear,Black,79.1,4,false,28.3,110.32,FB000157,2025,Qtr 3,August,6,"",Winter,XXL,49
H&M,Outerwear,Black,109.5,3,false,1.4,111.05,FB000383,2025,Qtr 3,August,6,"",Summer,M,7
H&M,Outerwear,Black,158.84,5,false,0,158.84,FB000670,2025,Qtr 2,April,16,"",Spring,S,30
H&M,Outerwear,Black,169.69,2,false,0,169.69,FB001442,2025,Qtr 3,August,6,"",Summer,L,29
H&M,Outerwear,Black,126.33,3,false,34.6,193.17,FB001647,2025,Qtr 3,August,6,"",Winter,XXL,26
H&M,Outerwear,Black,183.05,5,false,0,183.05,FB001994,2025,Qtr 3,August,6,"",Fall,S,4
H&M,Outerwear,Black,121.03,2,true,0,121.03,FB000252,2025,Qtr 3,August,6,Changed Mind,Fall,L,14
H&M,Outerwear,Blue,121.56,4,false,0,121.56,FB001597,2025,Qtr 3,August,6,"",Fall,XL,18
H&M,Outerwear,Brown,123.55,2,false,0,123.55,FB001785,2025,Qtr 3,August,6,"",Summer,L,28
H&M,Outerwear,Brown,246.65,3,true,0,246.65,FB000223,2025,Qtr 3,August,6,Damaged,Summer,XL,17
